               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.038945,            0.016357,           0.0020588,              0.8086,             0.94439,             0.93146,             0.62493,            0.025793,           0.0076079,           0.0011119,           0.0026245,           0.0026245,           0.0026245
                 151,            0.038966,            0.017423,            0.003806,              0.7911,             0.93767,             0.92416,             0.64788,            0.026181,           0.0076152,           0.0011236,            0.002575,            0.002575,            0.002575
                 152,            0.035169,            0.016313,           0.0029549,             0.86583,             0.86624,              0.9198,             0.61587,            0.026596,           0.0075454,            0.001132,           0.0025255,           0.0025255,           0.0025255
                 153,            0.037699,            0.015064,           0.0023552,             0.84698,             0.94004,             0.89821,             0.60243,            0.027371,           0.0075669,            0.001147,            0.002476,            0.002476,            0.002476
                 154,            0.036665,            0.015682,           0.0025281,             0.84669,             0.95093,             0.89058,             0.60633,            0.025835,           0.0075405,           0.0011694,           0.0024265,           0.0024265,           0.0024265
                 155,            0.037901,            0.016474,           0.0029404,              0.8266,             0.89808,             0.89953,             0.61357,            0.025641,           0.0075416,           0.0011832,            0.002377,            0.002377,            0.002377
                 156,            0.036692,            0.017405,           0.0025682,             0.87033,             0.91867,              0.9131,             0.60451,            0.024968,            0.007557,           0.0011878,           0.0023275,           0.0023275,           0.0023275
                 157,            0.036667,            0.015981,           0.0026205,              0.8454,             0.90163,             0.91259,              0.5835,            0.026274,           0.0074846,           0.0011867,            0.002278,            0.002278,            0.002278
                 158,            0.035295,              0.0164,           0.0028947,             0.80936,             0.94719,             0.89732,             0.57536,            0.027522,           0.0074295,           0.0011403,           0.0022285,           0.0022285,           0.0022285
                 159,            0.035522,            0.017222,            0.002679,             0.81405,             0.96288,             0.91409,             0.57034,            0.027085,           0.0073418,           0.0011195,            0.002179,            0.002179,            0.002179
                 160,            0.034912,            0.014826,           0.0034094,             0.90653,              0.8508,             0.93965,             0.62334,            0.027328,           0.0073063,           0.0010945,           0.0021295,           0.0021295,           0.0021295
                 161,            0.037315,            0.016111,           0.0029779,             0.85278,             0.94353,             0.95125,             0.62505,            0.027004,            0.007295,           0.0010379,             0.00208,             0.00208,             0.00208
                 162,            0.035477,            0.015835,           0.0023196,             0.92092,             0.87344,             0.96402,             0.64748,            0.027859,           0.0073329,           0.0010217,           0.0020305,           0.0020305,           0.0020305
                 163,            0.037222,            0.016701,           0.0020315,             0.85204,             0.97774,             0.94883,             0.61327,            0.029546,           0.0073501,           0.0010095,            0.001981,            0.001981,            0.001981
                 164,            0.035636,            0.014508,            0.003083,             0.85807,             0.95788,             0.95182,             0.63657,            0.028066,           0.0072987,          0.00099321,           0.0019315,           0.0019315,           0.0019315
                 165,            0.037156,            0.018065,            0.002515,             0.86732,             0.94925,             0.95394,             0.63605,            0.026874,           0.0072904,          0.00096766,            0.001882,            0.001882,            0.001882
                 166,            0.036552,            0.014948,           0.0022471,             0.83997,              0.9485,             0.94829,             0.63884,            0.026679,           0.0072588,          0.00094181,           0.0018325,           0.0018325,           0.0018325
                 167,            0.035477,            0.015085,           0.0024511,             0.85599,             0.94644,             0.95412,             0.67209,            0.026178,           0.0071857,          0.00092709,            0.001783,            0.001783,            0.001783
                 168,            0.033945,            0.014256,           0.0023556,             0.91426,              0.9272,             0.95822,             0.62604,            0.026475,            0.007176,          0.00091906,           0.0017335,           0.0017335,           0.0017335
                 169,             0.03658,            0.015225,           0.0020036,             0.88614,             0.92024,              0.9502,             0.64311,            0.028604,           0.0071193,          0.00090603,            0.001684,            0.001684,            0.001684
                 170,            0.034932,            0.016226,           0.0021824,             0.85554,             0.93138,             0.94815,             0.63668,            0.026922,           0.0070449,          0.00090702,           0.0016345,           0.0016345,           0.0016345
                 171,            0.032721,            0.015475,           0.0026793,             0.87886,             0.90732,              0.9441,             0.65476,              0.0261,           0.0070165,          0.00090622,            0.001585,            0.001585,            0.001585
                 172,            0.036846,            0.015535,           0.0044407,             0.88484,             0.88887,             0.94595,              0.6418,            0.026056,           0.0070205,           0.0009008,           0.0015355,           0.0015355,           0.0015355
                 173,            0.038322,            0.016345,           0.0019298,             0.80457,             0.97208,             0.94058,              0.6354,            0.027035,           0.0070366,          0.00089859,            0.001486,            0.001486,            0.001486
                 174,             0.03545,            0.015568,           0.0020577,             0.82134,             0.98862,              0.9435,             0.66393,            0.025624,           0.0070115,          0.00089417,           0.0014365,           0.0014365,           0.0014365
                 175,            0.033828,            0.015733,           0.0018224,             0.90204,             0.86732,              0.9417,             0.65574,            0.024662,           0.0070228,          0.00086643,            0.001387,            0.001387,            0.001387
                 176,            0.032183,            0.015521,           0.0018256,             0.91352,             0.86603,             0.94024,             0.65185,            0.024634,           0.0070515,          0.00085657,           0.0013375,           0.0013375,           0.0013375
                 177,            0.033343,            0.015737,           0.0020814,             0.81537,             0.98163,              0.9459,             0.65758,            0.025287,           0.0070559,          0.00085129,            0.001288,            0.001288,            0.001288
                 178,             0.03404,            0.014282,           0.0022247,             0.87418,             0.95554,             0.96569,              0.6484,            0.024458,           0.0070844,           0.0008474,           0.0012385,           0.0012385,           0.0012385
                 179,            0.033674,            0.014888,           0.0021486,                0.82,             0.99429,             0.94814,             0.61639,            0.025616,           0.0071056,          0.00083827,            0.001189,            0.001189,            0.001189
                 180,            0.033959,            0.014921,           0.0027537,              0.9268,             0.86474,             0.94721,             0.61991,            0.026093,           0.0070669,          0.00083589,           0.0011395,           0.0011395,           0.0011395
                 181,            0.032012,            0.015604,           0.0025375,             0.87202,             0.95919,             0.96825,             0.62949,            0.024858,           0.0069345,          0.00083419,             0.00109,             0.00109,             0.00109
                 182,            0.033187,            0.016269,            0.002956,              0.8776,             0.96266,             0.96921,             0.64632,            0.024978,           0.0068958,          0.00084343,           0.0010405,           0.0010405,           0.0010405
                 183,            0.030609,             0.01431,           0.0015027,             0.87677,              0.9635,             0.96921,             0.65751,            0.024772,           0.0068622,          0.00083923,            0.000991,            0.000991,            0.000991
                 184,            0.031638,            0.014494,           0.0014386,             0.83525,             0.96388,             0.93691,             0.64409,            0.025114,           0.0068113,          0.00084349,           0.0009415,           0.0009415,           0.0009415
                 185,             0.03305,            0.015753,           0.0021777,             0.82287,             0.96481,             0.93377,             0.64365,             0.02529,           0.0067503,           0.0008391,            0.000892,            0.000892,            0.000892
                 186,            0.033587,            0.015809,           0.0015621,             0.93043,             0.87061,             0.95664,             0.66897,            0.025059,           0.0067687,          0.00083062,           0.0008425,           0.0008425,           0.0008425
                 187,            0.034925,            0.014638,           0.0023581,             0.93277,             0.87289,             0.95956,             0.67809,            0.024573,           0.0067549,          0.00082323,            0.000793,            0.000793,            0.000793
                 188,            0.034944,            0.013351,           0.0019799,             0.95743,             0.86708,             0.97004,              0.6682,            0.024314,           0.0067226,          0.00081485,           0.0007435,           0.0007435,           0.0007435
                 189,            0.032307,            0.015587,           0.0013774,             0.95472,             0.86837,             0.97143,             0.67847,            0.024262,           0.0067066,          0.00079574,            0.000694,            0.000694,            0.000694
                 190,            0.032332,            0.015976,           0.0020442,             0.95506,             0.89266,             0.97611,             0.68712,            0.024352,           0.0067208,           0.0007857,           0.0006445,           0.0006445,           0.0006445
                 191,            0.032088,            0.015565,           0.0023812,             0.95243,             0.89375,             0.97623,             0.69305,            0.024105,           0.0067113,           0.0007798,            0.000595,            0.000595,            0.000595
                 192,            0.033393,            0.016272,           0.0035614,             0.96933,             0.86467,             0.96896,             0.69269,            0.023959,           0.0067127,          0.00077158,           0.0005455,           0.0005455,           0.0005455
                 193,            0.034225,            0.014055,           0.0032725,             0.96052,             0.86571,             0.96777,              0.6886,            0.023353,           0.0066903,          0.00076095,            0.000496,            0.000496,            0.000496
                 194,            0.033059,            0.015498,           0.0027549,             0.96613,             0.86584,             0.96591,             0.67928,            0.023151,           0.0067039,           0.0007568,           0.0004465,           0.0004465,           0.0004465
                 195,            0.031584,            0.013374,           0.0015266,             0.95891,             0.86698,             0.96583,             0.69348,            0.023088,           0.0067107,          0.00075171,            0.000397,            0.000397,            0.000397
                 196,             0.03366,            0.014311,           0.0021274,             0.96721,             0.86626,             0.96768,             0.68906,            0.023093,           0.0067112,          0.00074675,           0.0003475,           0.0003475,           0.0003475
                 197,            0.032679,            0.015893,           0.0034491,             0.97491,             0.86053,             0.96702,             0.69358,            0.023073,           0.0067086,          0.00073515,            0.000298,            0.000298,            0.000298
                 198,            0.034356,            0.014684,           0.0022917,             0.97361,             0.86507,             0.96702,             0.69629,            0.023115,           0.0067037,          0.00072344,           0.0002485,           0.0002485,           0.0002485
                 199,             0.03074,            0.014701,           0.0013301,             0.97188,             0.86515,             0.96513,             0.69417,            0.023052,           0.0066978,          0.00071714,            0.000199,            0.000199,            0.000199
