               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.079083,            0.025301,            0.014729,             0.79326,            0.043103,            0.043654,            0.011806,            0.069282,            0.012536,             0.01385,           0.0088615,           0.0088615,           0.0088615
                  25,            0.079614,             0.02688,             0.01464,             0.81061,            0.021552,            0.044434,            0.011353,            0.059838,            0.013877,            0.013328,            0.008812,            0.008812,            0.008812
                  26,            0.073079,            0.023815,            0.013552,             0.86752,            0.051724,            0.070928,            0.020186,            0.059079,            0.013644,            0.011244,           0.0087625,           0.0087625,           0.0087625
                  27,            0.073636,            0.028045,            0.014448,              0.8165,            0.090517,            0.077384,            0.018726,            0.060608,            0.012904,           0.0093539,            0.008713,            0.008713,            0.008713
                  28,            0.076223,            0.023639,            0.013448,             0.81408,            0.099138,            0.071469,            0.018049,            0.062275,             0.01258,           0.0092283,           0.0086635,           0.0086635,           0.0086635
                  29,             0.07349,            0.025007,            0.012072,             0.80114,             0.11207,             0.12398,             0.03431,            0.064803,            0.012363,           0.0086202,            0.008614,            0.008614,            0.008614
                  30,            0.070364,            0.025021,            0.011998,             0.82499,             0.11207,             0.11611,            0.036218,            0.055283,            0.013217,           0.0089808,           0.0085645,           0.0085645,           0.0085645
                  31,            0.068459,            0.026708,            0.013798,             0.85351,             0.13362,             0.22039,            0.076626,            0.064034,            0.012309,           0.0079133,            0.008515,            0.008515,            0.008515
                  32,            0.071532,             0.02547,            0.012285,             0.84801,             0.12069,              0.1703,            0.048838,            0.057974,             0.01259,           0.0077092,           0.0084655,           0.0084655,           0.0084655
                  33,            0.072574,            0.023322,            0.013906,             0.75388,             0.16379,             0.12966,            0.053339,            0.069236,            0.013716,           0.0075086,            0.008416,            0.008416,            0.008416
                  34,            0.072953,            0.025352,            0.012474,             0.82737,            0.081897,             0.18941,            0.079798,            0.062531,            0.013785,           0.0072777,           0.0083665,           0.0083665,           0.0083665
                  35,            0.067299,            0.024298,            0.012511,             0.86047,             0.11263,             0.19552,            0.071123,            0.060468,            0.012689,           0.0072762,            0.008317,            0.008317,            0.008317
                  36,            0.069851,            0.023285,            0.013164,             0.82247,            0.090517,             0.16592,            0.042474,            0.063277,            0.011529,           0.0076844,           0.0082675,           0.0082675,           0.0082675
                  37,            0.067838,            0.023116,            0.013035,             0.86178,               0.125,             0.23809,            0.095869,              0.0527,            0.013042,           0.0080803,            0.008218,            0.008218,            0.008218
                  38,            0.062523,            0.024972,            0.012291,             0.89523,             0.12931,             0.26328,            0.074493,            0.051009,            0.013194,           0.0077822,           0.0081685,           0.0081685,           0.0081685
                  39,            0.062401,            0.024597,           0.0099502,             0.88379,             0.12931,             0.27769,            0.095695,            0.060694,            0.012174,           0.0064973,            0.008119,            0.008119,            0.008119
                  40,            0.066434,            0.022306,            0.010955,             0.63596,             0.24784,             0.21728,            0.083095,            0.058818,            0.012008,           0.0062525,           0.0080695,           0.0080695,           0.0080695
                  41,            0.063591,            0.022695,            0.012324,             0.77212,             0.23922,             0.33033,            0.094544,             0.05051,            0.012135,           0.0063816,             0.00802,             0.00802,             0.00802
                  42,            0.063338,             0.02427,            0.011144,              0.6989,             0.23922,               0.303,             0.11849,            0.053472,            0.012134,           0.0060167,           0.0079705,           0.0079705,           0.0079705
                  43,            0.061411,            0.025418,            0.010854,             0.69224,             0.24033,             0.29656,            0.091925,            0.053935,            0.012176,            0.005585,            0.007921,            0.007921,            0.007921
                  44,            0.065913,              0.0232,            0.009075,              0.7009,             0.26895,             0.29902,            0.087967,             0.05488,            0.012511,           0.0053812,           0.0078715,           0.0078715,           0.0078715
                  45,            0.068097,            0.023625,           0.0089855,             0.67792,             0.27047,             0.26648,            0.096469,            0.057792,            0.012413,           0.0053296,            0.007822,            0.007822,            0.007822
                  46,            0.063078,            0.025352,           0.0099482,             0.73426,             0.30739,             0.37555,             0.15503,            0.047355,            0.012527,           0.0053452,           0.0077725,           0.0077725,           0.0077725
                  47,            0.057799,            0.027868,            0.009554,             0.69845,             0.31897,             0.38797,             0.14191,            0.054317,            0.012192,           0.0049068,            0.007723,            0.007723,            0.007723
                  48,            0.066914,            0.023758,           0.0096032,             0.74839,             0.31034,             0.38361,              0.1555,            0.055886,            0.011889,           0.0049738,           0.0076735,           0.0076735,           0.0076735
                  49,            0.066792,            0.021374,           0.0095012,             0.68062,             0.30544,             0.35143,             0.11227,            0.056381,            0.011568,            0.005009,            0.007624,            0.007624,            0.007624
                  50,            0.063637,            0.023024,            0.011026,             0.79313,             0.28879,              0.4011,             0.17406,            0.047462,            0.012031,            0.005046,           0.0075745,           0.0075745,           0.0075745
                  51,            0.056829,            0.022863,             0.00977,             0.62913,             0.25878,             0.25301,             0.10116,            0.051183,            0.011741,           0.0047579,            0.007525,            0.007525,            0.007525
                  52,            0.061167,            0.022993,           0.0071347,             0.85801,             0.33297,             0.39704,             0.13458,            0.049656,            0.011596,           0.0046231,           0.0074755,           0.0074755,           0.0074755
                  53,            0.061685,            0.021637,           0.0076551,             0.81063,              0.3162,             0.38712,             0.10036,            0.049582,            0.012429,           0.0046022,            0.007426,            0.007426,            0.007426
                  54,            0.055567,            0.022263,           0.0096437,             0.87563,             0.32963,             0.47674,             0.16756,            0.044717,            0.011677,           0.0044917,           0.0073765,           0.0073765,           0.0073765
                  55,            0.055188,            0.022386,           0.0073475,             0.76383,             0.34591,             0.40858,             0.16119,            0.043977,            0.011247,           0.0044189,            0.007327,            0.007327,            0.007327
                  56,            0.058012,            0.019159,           0.0071756,             0.66143,              0.4732,             0.41062,             0.17792,            0.049534,            0.010397,           0.0043393,           0.0072775,           0.0072775,           0.0072775
                  57,            0.058012,            0.021627,           0.0078497,             0.71965,             0.48714,             0.43797,             0.18622,            0.046616,            0.010513,           0.0045133,            0.007228,            0.007228,            0.007228
                  58,            0.060809,            0.020878,           0.0080352,              0.7153,             0.49992,             0.44874,              0.1964,            0.044882,            0.010791,           0.0046725,           0.0071785,           0.0071785,           0.0071785
                  59,            0.054104,            0.023794,           0.0066504,              0.8447,             0.28233,             0.38102,             0.15638,            0.049591,            0.010349,           0.0048158,            0.007129,            0.007129,            0.007129
                  60,            0.062991,            0.020029,           0.0067315,             0.71543,              0.4686,             0.46995,             0.18111,             0.04426,            0.010928,           0.0048766,           0.0070795,           0.0070795,           0.0070795
                  61,            0.060209,            0.020783,           0.0065329,             0.68765,             0.47673,             0.46931,             0.21268,            0.046372,            0.010386,           0.0045469,             0.00703,             0.00703,             0.00703
                  62,            0.053732,            0.022832,           0.0075473,             0.89439,             0.40086,             0.51252,             0.25508,            0.042962,             0.01053,           0.0043976,           0.0069805,           0.0069805,           0.0069805
                  63,            0.051686,            0.021178,           0.0065385,             0.74908,             0.36099,             0.42724,             0.19545,            0.046234,             0.01004,           0.0041749,            0.006931,            0.006931,            0.006931
                  64,            0.058083,            0.019989,           0.0070859,             0.80841,             0.46312,              0.5455,             0.23057,            0.040276,            0.010289,           0.0042121,           0.0068815,           0.0068815,           0.0068815
                  65,            0.055457,            0.021008,           0.0076675,             0.78058,             0.47463,             0.54358,             0.18031,            0.045467,           0.0097442,           0.0041661,            0.006832,            0.006832,            0.006832
                  66,            0.052628,            0.019297,            0.006519,             0.88157,             0.45686,             0.56958,             0.30347,            0.037902,            0.010272,           0.0042369,           0.0067825,           0.0067825,           0.0067825
                  67,            0.050503,            0.020199,           0.0075845,             0.78587,             0.43187,             0.48943,             0.24834,            0.039734,           0.0097159,           0.0039756,            0.006733,            0.006733,            0.006733
                  68,            0.051973,            0.021876,           0.0088636,             0.70171,             0.46743,             0.47125,              0.2355,            0.043759,           0.0095187,           0.0038501,           0.0066835,           0.0066835,           0.0066835
                  69,            0.052837,            0.021444,           0.0061897,              0.7735,             0.43618,              0.5284,             0.28108,            0.037956,           0.0097053,           0.0038872,            0.006634,            0.006634,            0.006634
                  70,            0.047684,            0.019328,           0.0071032,             0.75004,             0.45688,             0.51642,             0.25224,            0.038762,           0.0097316,           0.0038122,           0.0065845,           0.0065845,           0.0065845
                  71,            0.047714,            0.020038,           0.0065948,             0.61448,             0.42892,             0.42198,             0.21907,            0.043168,           0.0094168,           0.0037834,            0.006535,            0.006535,            0.006535
                  72,            0.055992,            0.017553,           0.0067144,             0.70887,             0.41894,             0.49879,             0.27757,            0.037958,           0.0095066,           0.0037432,           0.0064855,           0.0064855,           0.0064855
                  73,            0.051662,            0.021447,           0.0068853,             0.76754,             0.44049,              0.5664,             0.26766,            0.036357,           0.0096657,           0.0037804,            0.006436,            0.006436,            0.006436
                  74,            0.052476,            0.018978,           0.0062794,             0.74388,             0.45136,             0.55251,              0.3076,            0.038509,           0.0094116,           0.0037591,           0.0063865,           0.0063865,           0.0063865
                  75,            0.049378,            0.019675,           0.0076594,             0.75465,             0.46661,             0.55854,             0.30537,            0.038516,           0.0094561,            0.003766,            0.006337,            0.006337,            0.006337
                  76,            0.050505,            0.019841,           0.0066434,             0.76627,             0.48092,             0.60406,             0.31084,            0.037101,           0.0091505,           0.0032833,           0.0062875,           0.0062875,           0.0062875
                  77,            0.049004,            0.019595,           0.0065061,             0.70999,             0.46409,             0.57249,             0.30063,            0.039563,           0.0090119,           0.0032287,            0.006238,            0.006238,            0.006238
                  78,            0.050037,             0.01831,           0.0059805,             0.72626,              0.4623,             0.57329,             0.28518,            0.040487,           0.0089699,           0.0032033,           0.0061885,           0.0061885,           0.0061885
                  79,            0.051802,            0.018348,           0.0056315,             0.73997,             0.49443,             0.62618,             0.29936,            0.037964,           0.0088688,           0.0029962,            0.006139,            0.006139,            0.006139
                  80,            0.049894,            0.018602,           0.0065875,             0.65951,             0.47291,             0.57251,             0.32126,            0.036737,            0.008955,           0.0028977,           0.0060895,           0.0060895,           0.0060895
                  81,             0.04965,            0.018342,           0.0057698,             0.76215,             0.49495,             0.67112,             0.34984,            0.035742,           0.0087971,           0.0028742,             0.00604,             0.00604,             0.00604
                  82,            0.046345,            0.020344,           0.0069243,             0.80206,             0.48913,             0.65161,              0.3693,             0.03637,           0.0087341,           0.0027876,           0.0059905,           0.0059905,           0.0059905
                  83,            0.045589,            0.018701,            0.005136,             0.77123,             0.47174,             0.67141,             0.34885,            0.045661,           0.0090693,           0.0027079,            0.005941,            0.005941,            0.005941
                  84,            0.054852,             0.01717,           0.0048813,             0.59332,             0.69341,             0.73601,             0.33681,            0.037467,           0.0086257,           0.0026638,           0.0058915,           0.0058915,           0.0058915
                  85,            0.048272,            0.017136,           0.0043705,             0.57338,             0.77218,             0.75888,             0.41381,            0.037716,           0.0083268,           0.0026576,            0.005842,            0.005842,            0.005842
                  86,            0.049085,            0.019185,           0.0058502,             0.57452,             0.76478,             0.76965,             0.41349,            0.038222,            0.008235,            0.002596,           0.0057925,           0.0057925,           0.0057925
                  87,            0.051696,            0.015517,           0.0064584,             0.55115,             0.69308,              0.7816,             0.44103,            0.037328,           0.0081237,           0.0025467,            0.005743,            0.005743,            0.005743
                  88,            0.047267,            0.018702,           0.0051289,             0.59335,             0.71982,             0.81727,             0.44072,            0.032492,           0.0083373,            0.002514,           0.0056935,           0.0056935,           0.0056935
                  89,            0.047031,            0.017444,           0.0052793,             0.58536,             0.71058,             0.80965,             0.36946,            0.037033,            0.008263,           0.0024371,            0.005644,            0.005644,            0.005644
                  90,            0.045482,            0.020172,           0.0055226,             0.62755,             0.72342,             0.80537,             0.44708,            0.031846,           0.0084601,           0.0023836,           0.0055945,           0.0055945,           0.0055945
                  91,            0.044947,            0.018585,           0.0047883,             0.65608,             0.69904,             0.74153,             0.38637,            0.037768,           0.0083558,            0.002241,            0.005545,            0.005545,            0.005545
                  92,            0.048133,            0.018503,            0.005221,             0.77045,             0.68771,              0.8171,             0.45219,            0.034857,           0.0081858,           0.0022742,           0.0054955,           0.0054955,           0.0054955
                  93,            0.046837,            0.018345,           0.0050416,             0.77233,             0.73824,             0.82028,             0.46472,            0.033492,           0.0080346,           0.0022394,            0.005446,            0.005446,            0.005446
                  94,            0.043139,            0.019934,           0.0042315,             0.80065,             0.75044,             0.85002,             0.47667,            0.030458,           0.0080892,           0.0021507,           0.0053965,           0.0053965,           0.0053965
                  95,            0.042042,            0.017943,           0.0036561,             0.69574,             0.74141,             0.80333,             0.43216,            0.037445,           0.0079916,           0.0020114,            0.005347,            0.005347,            0.005347
                  96,            0.049282,            0.017245,           0.0052882,             0.70449,             0.73111,             0.82657,             0.49659,            0.030683,           0.0081216,           0.0019793,           0.0052975,           0.0052975,           0.0052975
                  97,            0.041239,            0.017683,            0.004079,             0.77627,             0.75451,             0.80571,             0.35826,            0.033264,            0.008079,           0.0019443,            0.005248,            0.005248,            0.005248
                  98,            0.043662,            0.016423,            0.006146,             0.79948,             0.76183,              0.8355,             0.45174,            0.031592,           0.0082436,           0.0018854,           0.0051985,           0.0051985,           0.0051985
                  99,            0.042351,            0.016583,           0.0033563,             0.80728,              0.7678,             0.84525,             0.50158,            0.030212,           0.0085071,           0.0017948,            0.005149,            0.005149,            0.005149
                 100,            0.043486,             0.01578,           0.0028922,             0.66427,             0.78552,             0.77859,             0.39085,            0.034882,           0.0084875,            0.001728,           0.0050995,           0.0050995,           0.0050995
                 101,            0.042315,            0.016341,           0.0044791,             0.73724,              0.7381,             0.83829,             0.51833,            0.028777,            0.008448,           0.0017443,             0.00505,             0.00505,             0.00505
                 102,            0.043329,            0.018494,           0.0032261,             0.76164,             0.82937,             0.86133,             0.50338,            0.029691,           0.0084396,           0.0017226,           0.0050005,           0.0050005,           0.0050005
                 103,            0.038773,            0.014773,            0.003137,             0.55018,             0.82937,             0.78764,             0.41525,            0.035935,           0.0078739,           0.0015711,            0.004951,            0.004951,            0.004951
                 104,             0.04567,            0.017176,           0.0048053,             0.71345,             0.82937,             0.87369,             0.51774,            0.029945,           0.0079246,           0.0015903,           0.0049015,           0.0049015,           0.0049015
                 105,            0.042927,            0.018572,           0.0038347,             0.73619,             0.81856,             0.85766,             0.53449,            0.034153,           0.0074899,           0.0015399,            0.004852,            0.004852,            0.004852
                 106,            0.042953,            0.016843,           0.0043953,             0.77897,             0.85101,              0.8953,             0.50078,            0.030668,           0.0075359,           0.0015208,           0.0048025,           0.0048025,           0.0048025
                 107,            0.039808,            0.018326,           0.0034243,               0.763,             0.85455,             0.84467,              0.4621,            0.031412,           0.0075051,           0.0014275,            0.004753,            0.004753,            0.004753
                 108,            0.043124,            0.018398,           0.0037714,             0.78724,             0.80061,               0.846,             0.44204,            0.034626,           0.0076744,             0.00143,           0.0047035,           0.0047035,           0.0047035
                 109,            0.042295,            0.015486,           0.0042511,             0.80462,             0.82177,               0.859,             0.50322,            0.030304,           0.0083734,           0.0014986,            0.004654,            0.004654,            0.004654
                 110,            0.042553,            0.018426,           0.0031216,             0.74815,             0.84784,             0.82235,             0.45826,            0.032266,           0.0089601,           0.0015971,           0.0046045,           0.0046045,           0.0046045
                 111,            0.039853,            0.016838,           0.0034852,             0.73945,             0.75226,             0.82603,             0.50083,            0.033269,           0.0089502,           0.0015651,            0.004555,            0.004555,            0.004555
                 112,            0.043119,            0.018226,           0.0033423,             0.77127,             0.75226,             0.85808,             0.52049,            0.030591,           0.0086962,           0.0014917,           0.0045055,           0.0045055,           0.0045055
                 113,            0.041737,            0.017177,           0.0025455,             0.78159,             0.78252,             0.87527,             0.50674,            0.031621,            0.007938,           0.0013847,            0.004456,            0.004456,            0.004456
                 114,            0.040996,            0.015511,           0.0025299,             0.70625,             0.78729,             0.87433,             0.52519,            0.029742,           0.0076897,           0.0013371,           0.0044065,           0.0044065,           0.0044065
                 115,            0.041244,             0.01501,           0.0033735,              0.8861,             0.82741,             0.93046,             0.52182,            0.035169,           0.0071403,           0.0012313,            0.004357,            0.004357,            0.004357
                 116,            0.044597,            0.015658,           0.0031631,             0.77033,             0.89807,             0.92224,             0.51483,            0.030201,           0.0070182,           0.0012395,           0.0043075,           0.0043075,           0.0043075
                 117,            0.039796,            0.016612,           0.0033157,             0.75064,             0.97222,             0.92106,             0.55592,            0.030884,           0.0069387,           0.0012248,            0.004258,            0.004258,            0.004258
                 118,            0.038666,            0.017387,           0.0044026,             0.82821,             0.95756,             0.93521,              0.5847,            0.028007,           0.0068621,           0.0011793,           0.0042085,           0.0042085,           0.0042085
                 119,            0.039095,            0.016232,           0.0031123,              0.8453,              0.9352,             0.93698,             0.59825,            0.029472,           0.0068316,           0.0011071,            0.004159,            0.004159,            0.004159
                 120,            0.038923,            0.014893,           0.0024376,             0.87615,             0.89572,             0.95345,             0.56744,            0.032322,           0.0069693,           0.0010898,           0.0041095,           0.0041095,           0.0041095
                 121,            0.039785,            0.017028,           0.0029491,             0.87602,             0.89067,             0.94433,             0.58851,            0.030182,           0.0068283,           0.0010751,             0.00406,             0.00406,             0.00406
                 122,             0.04313,            0.014227,           0.0029409,             0.81589,             0.93974,             0.93503,             0.52998,            0.029732,           0.0066488,           0.0010867,           0.0040105,           0.0040105,           0.0040105
                 123,            0.036198,            0.015605,           0.0030759,             0.72632,             0.97162,             0.88435,             0.54204,            0.032743,           0.0065358,           0.0010469,            0.003961,            0.003961,            0.003961
                 124,            0.044501,            0.017313,           0.0047575,             0.89581,             0.97652,             0.96868,             0.60414,             0.02816,           0.0065252,           0.0010348,           0.0039115,           0.0039115,           0.0039115
                 125,            0.039978,            0.016713,           0.0026688,              0.8487,             0.98211,             0.93517,             0.57883,            0.028051,           0.0065583,           0.0010467,            0.003862,            0.003862,            0.003862
                 126,            0.038306,            0.016045,           0.0027178,             0.79869,             0.96422,             0.93948,             0.59491,            0.027073,           0.0066051,           0.0010453,           0.0038125,           0.0038125,           0.0038125
                 127,            0.037521,            0.016195,           0.0026805,              0.8313,             0.90402,              0.9292,              0.5783,             0.03026,            0.006493,           0.0010079,            0.003763,            0.003763,            0.003763
                 128,            0.035501,            0.014472,           0.0022346,             0.87814,             0.94163,             0.95438,             0.59595,            0.025367,           0.0064131,           0.0010156,           0.0037135,           0.0037135,           0.0037135
                 129,             0.03689,            0.015239,           0.0026889,             0.84768,             0.96814,             0.95391,             0.60799,            0.027914,           0.0063768,           0.0010043,            0.003664,            0.003664,            0.003664
                 130,             0.04048,            0.015505,           0.0027324,             0.91759,              0.9132,             0.96004,             0.54882,            0.030946,           0.0064093,           0.0010065,           0.0036145,           0.0036145,           0.0036145
                 131,            0.042837,            0.014343,           0.0032996,             0.93204,             0.94466,             0.95629,             0.61971,            0.026764,           0.0063829,           0.0010019,            0.003565,            0.003565,            0.003565
                 132,            0.037778,             0.01579,           0.0025728,             0.84136,             0.89591,             0.93499,             0.57208,            0.026551,           0.0063876,            0.001005,           0.0035155,           0.0035155,           0.0035155
                 133,            0.037306,            0.017387,            0.003408,             0.86894,                   1,             0.96294,              0.6378,            0.024039,           0.0063672,          0.00098203,            0.003466,            0.003466,            0.003466
                 134,             0.03581,            0.014932,           0.0021432,             0.86722,             0.98338,             0.94622,             0.60945,            0.029728,           0.0063138,           0.0009635,           0.0034165,           0.0034165,           0.0034165
                 135,            0.036134,            0.015825,           0.0028653,             0.88893,             0.91453,             0.95875,             0.67221,            0.026818,           0.0063469,          0.00089645,            0.003367,            0.003367,            0.003367
                 136,            0.035265,            0.012994,           0.0021128,             0.85242,             0.94316,             0.95218,             0.64957,            0.025967,           0.0063628,          0.00085367,           0.0033175,           0.0033175,           0.0033175
                 137,            0.036859,            0.013896,            0.002965,             0.87538,             0.96492,             0.95696,             0.65603,            0.025387,            0.006373,          0.00082992,            0.003268,            0.003268,            0.003268
                 138,            0.035211,            0.014094,           0.0021773,             0.88596,             0.99875,             0.97846,             0.69888,            0.024835,           0.0063047,          0.00080713,           0.0032185,           0.0032185,           0.0032185
                 139,             0.03585,            0.014534,           0.0022921,             0.82824,             0.98566,             0.95469,             0.61486,            0.026816,           0.0062691,          0.00075798,            0.003169,            0.003169,            0.003169
                 140,            0.038739,            0.014374,           0.0028578,             0.84859,             0.99125,             0.96233,             0.65888,            0.024292,           0.0062133,          0.00074685,           0.0031195,           0.0031195,           0.0031195
                 141,            0.037309,            0.015441,           0.0030581,              0.8717,             0.95039,             0.94641,             0.62819,            0.025733,           0.0061272,          0.00070505,             0.00307,             0.00307,             0.00307
                 142,            0.037268,            0.015226,           0.0024342,             0.87972,             0.89318,             0.94458,             0.62675,            0.026722,           0.0062118,          0.00068248,           0.0030205,           0.0030205,           0.0030205
                 143,            0.035237,            0.013928,           0.0022051,             0.82269,             0.89834,             0.91978,             0.59296,             0.02589,            0.006055,          0.00066442,            0.002971,            0.002971,            0.002971
                 144,            0.034671,            0.013968,           0.0014648,             0.88504,             0.89702,             0.94261,             0.63747,            0.024934,            0.006019,          0.00066791,           0.0029215,           0.0029215,           0.0029215
                 145,             0.03614,            0.015301,           0.0028039,             0.90463,             0.90046,             0.95589,             0.66696,            0.024662,           0.0060277,          0.00066296,            0.002872,            0.002872,            0.002872
                 146,            0.034557,            0.013999,           0.0018659,             0.83094,             0.96277,             0.91255,             0.58276,            0.025399,           0.0059691,          0.00065808,           0.0028225,           0.0028225,           0.0028225
                 147,            0.034566,            0.015023,           0.0022617,             0.81656,             0.86576,             0.87494,             0.59115,            0.025933,           0.0058617,          0.00063812,            0.002773,            0.002773,            0.002773
                 148,            0.035246,             0.01425,            0.001857,             0.91129,             0.90242,             0.92264,             0.65758,             0.02221,           0.0057932,          0.00062828,           0.0027235,           0.0027235,           0.0027235
                 149,            0.033263,            0.014647,           0.0013948,             0.88115,             0.90393,              0.9163,              0.6331,            0.024802,           0.0057761,          0.00062267,            0.002674,            0.002674,            0.002674
                 150,            0.036268,            0.014995,           0.0021411,             0.91057,             0.90442,             0.91027,             0.63096,            0.022846,           0.0057203,          0.00062049,           0.0026245,           0.0026245,           0.0026245
                 151,            0.034564,            0.015349,           0.0023362,             0.92603,             0.90442,             0.93104,             0.62475,            0.024971,           0.0057129,          0.00061954,            0.002575,            0.002575,            0.002575
                 152,            0.033928,            0.014487,           0.0031962,             0.86924,             0.90442,             0.89569,             0.60646,            0.023716,           0.0057126,          0.00063074,           0.0025255,           0.0025255,           0.0025255
                 153,            0.034093,            0.013122,           0.0016922,             0.91848,             0.91136,             0.91754,             0.65243,            0.022592,           0.0056794,          0.00063245,            0.002476,            0.002476,            0.002476
                 154,            0.035205,            0.013002,           0.0022356,             0.91207,             0.91372,             0.91802,             0.62111,            0.027606,           0.0057407,          0.00064157,           0.0024265,           0.0024265,           0.0024265
                 155,             0.03427,            0.014159,           0.0025176,             0.90684,             0.92737,             0.92872,             0.63285,            0.026004,           0.0057414,          0.00065215,            0.002377,            0.002377,            0.002377
                 156,            0.031679,             0.01621,           0.0022285,             0.98551,             0.94984,             0.98165,             0.65956,            0.023854,           0.0057176,          0.00065519,           0.0023275,           0.0023275,           0.0023275
                 157,            0.032049,            0.013576,           0.0016334,             0.92997,             0.92153,             0.96169,             0.67776,            0.024592,            0.005673,          0.00065118,            0.002278,            0.002278,            0.002278
                 158,            0.032141,            0.014456,           0.0014907,             0.92355,             0.93555,             0.97185,             0.71384,            0.022983,           0.0055753,          0.00065379,           0.0022285,           0.0022285,           0.0022285
                 159,            0.031989,            0.014937,           0.0017048,             0.95143,             0.95071,             0.97872,             0.64124,            0.024069,            0.005614,          0.00066217,            0.002179,            0.002179,            0.002179
