               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.025771,           0.0091845,            0.002682,              0.9829,             0.99751,               0.995,             0.81955,            0.018942,           0.0044589,          0.00091824,           0.0021295,           0.0021295,           0.0021295
                 161,            0.027107,            0.010391,           0.0021704,             0.98452,             0.99845,               0.995,             0.80226,            0.019041,           0.0044707,          0.00092537,             0.00208,             0.00208,             0.00208
                 162,             0.02598,           0.0099325,           0.0015198,             0.98528,              0.9988,               0.995,             0.80319,            0.019134,           0.0044605,          0.00092913,           0.0020305,           0.0020305,           0.0020305
                 163,            0.026519,             0.01048,           0.0016519,              0.9852,             0.99959,               0.995,             0.77938,            0.019002,           0.0044892,          0.00092319,            0.001981,            0.001981,            0.001981
                 164,             0.02564,           0.0092594,           0.0026163,             0.98606,                   1,               0.995,             0.79125,            0.019218,           0.0044921,          0.00090897,           0.0019315,           0.0019315,           0.0019315
                 165,            0.026268,            0.011476,            0.002065,              0.9589,                   1,             0.99225,             0.80581,            0.019537,           0.0045118,          0.00089756,            0.001882,            0.001882,            0.001882
                 166,            0.026119,           0.0096298,           0.0018052,             0.95983,                   1,             0.99225,             0.79088,            0.019309,           0.0045103,          0.00087601,           0.0018325,           0.0018325,           0.0018325
                 167,            0.025236,           0.0095324,           0.0016133,             0.96039,                   1,             0.99225,             0.78868,            0.019633,            0.004534,          0.00085686,            0.001783,            0.001783,            0.001783
                 168,            0.023691,           0.0090234,           0.0026941,             0.98503,               0.998,               0.995,             0.80101,              0.0185,           0.0044872,          0.00085329,           0.0017335,           0.0017335,           0.0017335
                 169,              0.0267,           0.0098857,            0.001498,             0.98502,             0.99699,               0.995,             0.79972,            0.019458,           0.0045103,          0.00083847,            0.001684,            0.001684,            0.001684
                 170,            0.025789,            0.010657,           0.0018913,             0.98462,             0.99697,               0.995,             0.81801,            0.018012,           0.0044092,          0.00083084,           0.0016345,           0.0016345,           0.0016345
                 171,            0.023659,           0.0097664,           0.0018052,             0.98359,             0.99655,               0.995,             0.83772,            0.018374,           0.0043637,          0.00083916,            0.001585,            0.001585,            0.001585
                 172,            0.026338,           0.0099922,           0.0023983,             0.98323,             0.99604,               0.995,             0.82968,             0.01813,           0.0043374,          0.00081392,           0.0015355,           0.0015355,           0.0015355
                 173,             0.02746,            0.010404,           0.0020464,             0.98525,             0.99577,               0.995,             0.81065,             0.01846,           0.0043875,          0.00081089,            0.001486,            0.001486,            0.001486
                 174,             0.02488,           0.0097713,           0.0015065,             0.98506,             0.99577,               0.995,              0.8248,             0.01734,           0.0043472,          0.00080574,           0.0014365,           0.0014365,           0.0014365
                 175,            0.024755,           0.0095406,           0.0016669,              0.9845,              0.9957,               0.995,             0.80885,            0.016996,           0.0043598,          0.00079453,            0.001387,            0.001387,            0.001387
                 176,            0.023453,           0.0097593,           0.0018447,             0.98531,             0.99489,               0.995,             0.79596,            0.016831,           0.0043736,          0.00078794,           0.0013375,           0.0013375,           0.0013375
                 177,             0.02453,            0.010103,           0.0013314,             0.98419,             0.99341,               0.995,             0.80343,            0.017176,           0.0044132,          0.00076469,            0.001288,            0.001288,            0.001288
                 178,            0.023942,           0.0090205,           0.0017369,             0.98264,             0.99351,               0.995,              0.8127,            0.017238,           0.0044208,          0.00075247,           0.0012385,           0.0012385,           0.0012385
                 179,            0.024074,           0.0095591,           0.0018577,             0.97962,             0.99522,               0.995,             0.81301,            0.016557,           0.0043849,          0.00073984,            0.001189,            0.001189,            0.001189
                 180,            0.023053,           0.0090108,           0.0022998,             0.98157,              0.9944,               0.995,             0.80897,            0.017051,           0.0043766,          0.00073143,           0.0011395,           0.0011395,           0.0011395
                 181,            0.022499,           0.0097261,           0.0016172,             0.98302,             0.99382,               0.995,             0.81271,            0.017109,           0.0043117,          0.00072176,             0.00109,             0.00109,             0.00109
                 182,            0.024086,            0.009846,           0.0017336,             0.98181,             0.99446,               0.995,             0.81946,            0.017103,           0.0042794,          0.00072134,           0.0010405,           0.0010405,           0.0010405
                 183,            0.021465,           0.0087955,           0.0013198,             0.98358,             0.99416,               0.995,               0.836,            0.016888,           0.0042629,          0.00071291,            0.000991,            0.000991,            0.000991
                 184,            0.023279,           0.0091402,           0.0010104,             0.98445,              0.9941,               0.995,             0.84816,            0.017203,           0.0042491,          0.00070856,           0.0009415,           0.0009415,           0.0009415
                 185,            0.023362,           0.0098186,           0.0015276,             0.98345,             0.99461,               0.995,              0.8601,            0.017657,           0.0042242,          0.00070257,            0.000892,            0.000892,            0.000892
                 186,            0.024083,           0.0096683,           0.0013335,             0.98407,             0.99429,               0.995,             0.85693,            0.016534,           0.0041961,          0.00069637,           0.0008425,           0.0008425,           0.0008425
                 187,             0.02621,           0.0094039,           0.0013736,             0.98424,             0.99464,               0.995,             0.85416,            0.016217,           0.0042164,          0.00068275,            0.000793,            0.000793,            0.000793
                 188,             0.02433,           0.0081939,           0.0012162,             0.98306,             0.99633,               0.995,             0.84501,            0.015835,           0.0042288,          0.00067186,           0.0007435,           0.0007435,           0.0007435
                 189,            0.021532,            0.009817,          0.00089977,             0.98435,             0.99447,               0.995,             0.84155,            0.015588,           0.0042155,          0.00066631,            0.000694,            0.000694,            0.000694
                 190,            0.022676,            0.010241,           0.0014866,             0.98412,             0.99449,               0.995,             0.83801,             0.01562,           0.0042169,          0.00065418,           0.0006445,           0.0006445,           0.0006445
                 191,            0.022682,           0.0099229,           0.0014336,             0.98517,             0.99277,               0.995,             0.82284,            0.015832,           0.0042129,          0.00065479,            0.000595,            0.000595,            0.000595
                 192,            0.023586,            0.010103,           0.0026321,             0.98551,             0.99254,               0.995,               0.814,            0.015794,           0.0042056,          0.00064835,           0.0005455,           0.0005455,           0.0005455
                 193,             0.02428,           0.0092474,             0.00143,             0.98567,             0.99443,               0.995,             0.82088,             0.01572,            0.004175,          0.00063879,            0.000496,            0.000496,            0.000496
                 194,            0.024783,            0.009674,           0.0014333,             0.98557,             0.99472,               0.995,             0.81721,            0.015802,           0.0041615,           0.0006281,           0.0004465,           0.0004465,           0.0004465
                 195,            0.023475,           0.0080356,           0.0010082,             0.98494,             0.99546,               0.995,             0.82898,            0.015626,           0.0041389,          0.00062821,            0.000397,            0.000397,            0.000397
                 196,            0.022716,           0.0091827,           0.0012277,             0.98532,             0.99542,               0.995,             0.82989,            0.015744,           0.0041435,          0.00062534,           0.0003475,           0.0003475,           0.0003475
                 197,            0.023494,            0.010097,           0.0015982,             0.98613,             0.99295,               0.995,             0.82253,            0.015837,           0.0041286,          0.00061171,            0.000298,            0.000298,            0.000298
                 198,            0.024275,           0.0091069,           0.0012833,             0.98633,             0.99234,               0.995,             0.82272,            0.015668,           0.0041199,          0.00059808,           0.0002485,           0.0002485,           0.0002485
                 199,            0.022146,           0.0091822,           0.0010187,             0.98667,             0.99216,               0.995,             0.82608,            0.015499,           0.0041032,            0.000595,            0.000199,            0.000199,            0.000199
