               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  41,            0.056117,            0.017719,             0.01142,             0.43573,             0.51177,             0.49569,             0.27742,            0.048915,           0.0097541,           0.0061761,             0.00802,             0.00802,             0.00802
                  42,            0.058995,            0.017423,           0.0094775,             0.79078,             0.42672,             0.44431,             0.19993,            0.049538,            0.009906,           0.0060233,           0.0079705,           0.0079705,           0.0079705
                  43,            0.056444,              0.0178,           0.0086045,             0.85292,             0.43116,             0.56711,             0.32241,            0.040141,            0.010054,           0.0060641,            0.007921,            0.007921,            0.007921
                  44,            0.051103,            0.016666,            0.008814,             0.83429,             0.43534,             0.55528,             0.32348,            0.041241,            0.010073,           0.0060324,           0.0078715,           0.0078715,           0.0078715
                  45,            0.052424,            0.020681,           0.0092839,             0.81599,             0.49996,             0.56916,             0.30162,            0.049281,           0.0092488,           0.0059864,            0.007822,            0.007822,            0.007822
                  46,            0.056241,            0.017638,           0.0085866,             0.84961,             0.46957,             0.61794,             0.34951,            0.045897,           0.0096853,           0.0060558,           0.0077725,           0.0077725,           0.0077725
                  47,            0.052092,            0.019828,           0.0084486,             0.81957,             0.47735,             0.58927,             0.32064,            0.044407,           0.0096532,           0.0060147,            0.007723,            0.007723,            0.007723
                  48,            0.049442,            0.017559,           0.0087688,             0.88146,             0.48491,             0.66095,             0.40064,            0.040485,           0.0094302,           0.0058873,           0.0076735,           0.0076735,           0.0076735
                  49,            0.048304,            0.017062,           0.0091086,             0.35807,             0.68015,             0.69934,             0.36381,             0.04858,           0.0086176,             0.00576,            0.007624,            0.007624,            0.007624
                  50,            0.055789,            0.016556,           0.0094619,             0.47621,              0.7017,             0.75043,             0.46522,            0.037018,           0.0089319,           0.0056603,           0.0075745,           0.0075745,           0.0075745
                  51,            0.048015,            0.017747,           0.0081727,             0.33889,             0.67823,             0.69441,             0.35297,            0.042181,           0.0088945,           0.0055983,            0.007525,            0.007525,            0.007525
                  52,            0.045526,             0.01598,           0.0081521,             0.37611,              0.6602,             0.70084,             0.37075,            0.037864,            0.009077,           0.0055784,           0.0074755,           0.0074755,           0.0074755
                  53,            0.047994,            0.015861,           0.0077962,             0.36751,             0.66461,             0.59727,             0.29159,            0.050311,           0.0084923,           0.0055083,            0.007426,            0.007426,            0.007426
                  54,            0.053341,            0.016631,           0.0065713,             0.57089,             0.71757,             0.74889,             0.43266,            0.040072,           0.0085482,           0.0055183,           0.0073765,           0.0073765,           0.0073765
                  55,            0.045747,            0.015665,           0.0084742,             0.66847,             0.64977,             0.77357,             0.39865,            0.038624,           0.0084499,           0.0052939,            0.007327,            0.007327,            0.007327
                  56,            0.045687,            0.014714,           0.0081329,             0.72551,             0.68202,             0.79555,             0.45998,              0.0406,           0.0083477,           0.0052575,           0.0072775,           0.0072775,           0.0072775
                  57,            0.049146,            0.014886,           0.0067334,             0.70414,             0.63807,             0.73773,             0.43157,            0.043748,           0.0083299,           0.0050665,            0.007228,            0.007228,            0.007228
                  58,            0.050878,             0.01594,            0.006449,              0.7407,             0.74689,             0.81661,             0.49241,            0.037977,           0.0086112,           0.0049004,           0.0071785,           0.0071785,           0.0071785
                  59,             0.04638,            0.015955,           0.0062348,             0.64881,             0.79591,             0.78156,             0.41945,            0.042004,           0.0084436,           0.0047455,            0.007129,            0.007129,            0.007129
                  60,            0.047649,            0.016005,           0.0067134,             0.77593,              0.7916,             0.85055,             0.43599,             0.03966,           0.0084614,           0.0046746,           0.0070795,           0.0070795,           0.0070795
                  61,            0.047486,             0.01628,           0.0057397,             0.68613,             0.77436,             0.77919,             0.43532,            0.039785,           0.0082504,           0.0046413,             0.00703,             0.00703,             0.00703
                  62,            0.045946,            0.016112,           0.0065276,             0.74115,             0.80022,             0.85773,             0.46136,            0.038757,           0.0080653,           0.0046367,           0.0069805,           0.0069805,           0.0069805
                  63,              0.0443,            0.016531,           0.0068462,             0.61133,             0.85577,             0.77971,             0.45025,            0.035957,           0.0079707,           0.0045999,            0.006931,            0.006931,            0.006931
                  64,            0.043962,            0.014849,           0.0062184,             0.67881,             0.88878,             0.82433,             0.47826,            0.033832,           0.0078181,           0.0046117,           0.0068815,           0.0068815,           0.0068815
                  65,            0.040687,            0.015546,           0.0064765,             0.59545,             0.83007,             0.81025,             0.45354,            0.044615,           0.0072733,           0.0043788,            0.006832,            0.006832,            0.006832
                  66,            0.048906,            0.013597,           0.0077873,             0.69286,             0.79918,             0.85584,             0.47073,            0.041065,           0.0074627,           0.0043667,           0.0067825,           0.0067825,           0.0067825
                  67,             0.04273,            0.014974,           0.0065679,             0.62905,             0.79206,             0.79064,             0.44595,            0.039754,            0.007343,           0.0043615,            0.006733,            0.006733,            0.006733
                  68,            0.046567,            0.014896,           0.0070685,             0.60934,             0.79728,             0.78415,             0.44992,            0.040264,            0.007288,           0.0043278,           0.0066835,           0.0066835,           0.0066835
                  69,            0.047678,            0.015052,             0.00703,             0.69103,             0.77935,             0.80591,              0.4151,             0.04566,           0.0070265,           0.0042621,            0.006634,            0.006634,            0.006634
                  70,            0.051955,            0.014019,             0.00493,             0.72039,               0.701,             0.80365,             0.48665,            0.034857,           0.0073089,            0.004227,           0.0065845,           0.0065845,           0.0065845
                  71,            0.045239,            0.014586,           0.0052947,             0.77809,              0.6936,             0.78151,             0.46587,            0.038098,           0.0073514,           0.0041957,            0.006535,            0.006535,            0.006535
                  72,            0.041517,             0.01245,           0.0052236,             0.63451,             0.79424,             0.82002,             0.48275,             0.03606,           0.0074221,           0.0042044,           0.0064855,           0.0064855,           0.0064855
                  73,            0.046532,            0.016463,           0.0068981,             0.69622,             0.91437,             0.81324,             0.49741,            0.037466,           0.0072302,           0.0042205,            0.006436,            0.006436,            0.006436
                  74,            0.043274,            0.014723,           0.0060235,             0.71191,             0.80594,             0.81307,             0.48877,            0.039342,           0.0071578,           0.0041351,           0.0063865,           0.0063865,           0.0063865
                  75,             0.04139,            0.012887,           0.0060136,             0.70923,             0.86095,             0.86496,              0.5319,            0.037147,           0.0071498,            0.004163,            0.006337,            0.006337,            0.006337
                  76,            0.040169,            0.013803,           0.0060659,             0.73608,               0.845,             0.90078,             0.57425,            0.035889,           0.0071351,           0.0040755,           0.0062875,           0.0062875,           0.0062875
                  77,             0.03872,            0.011809,           0.0062248,             0.77563,             0.81865,             0.89027,             0.52353,             0.04057,           0.0071068,           0.0039074,            0.006238,            0.006238,            0.006238
                  78,            0.043246,            0.013666,           0.0066682,             0.63171,             0.91261,             0.84458,             0.45977,            0.038976,           0.0070694,           0.0037367,           0.0061885,           0.0061885,           0.0061885
                  79,            0.045322,            0.013446,           0.0060166,             0.74132,             0.93786,             0.88725,             0.49502,             0.03756,           0.0070311,           0.0036303,            0.006139,            0.006139,            0.006139
                  80,            0.041596,             0.01349,           0.0059997,             0.80144,             0.92966,             0.90215,             0.54389,            0.032078,           0.0068845,             0.00352,           0.0060895,           0.0060895,           0.0060895
                  81,            0.038966,             0.01382,           0.0057254,             0.83759,             0.90838,             0.89086,             0.56559,            0.033852,           0.0069736,           0.0033879,             0.00604,             0.00604,             0.00604
                  82,            0.042901,            0.013558,           0.0068469,             0.82243,             0.87575,             0.91151,             0.56883,            0.037576,           0.0068405,           0.0033169,           0.0059905,           0.0059905,           0.0059905
                  83,            0.039724,            0.013485,           0.0044489,             0.83399,             0.89639,              0.9157,             0.57483,            0.032268,           0.0069673,            0.003231,            0.005941,            0.005941,            0.005941
                  84,             0.03935,            0.013068,           0.0058635,             0.80079,              0.8984,             0.91812,             0.60507,            0.033051,           0.0069221,           0.0031764,           0.0058915,           0.0058915,           0.0058915
                  85,            0.038594,            0.013248,           0.0052017,             0.78097,             0.87913,             0.90061,              0.5722,            0.040935,           0.0067563,           0.0031077,            0.005842,            0.005842,            0.005842
                  86,             0.04428,            0.013129,           0.0081394,             0.80761,             0.90538,             0.93199,             0.52014,            0.038587,           0.0067453,           0.0031219,           0.0057925,           0.0057925,           0.0057925
                  87,             0.04074,            0.012905,           0.0065169,             0.83135,             0.90796,             0.93482,             0.61875,            0.037642,           0.0065581,           0.0031122,            0.005743,            0.005743,            0.005743
                  88,             0.03674,            0.012567,           0.0043939,             0.86895,             0.87993,               0.953,             0.63595,            0.033815,           0.0065174,            0.003112,           0.0056935,           0.0056935,           0.0056935
                  89,            0.038557,            0.012285,           0.0045601,             0.83943,             0.88786,             0.95431,              0.5315,            0.032491,           0.0063842,           0.0031066,            0.005644,            0.005644,            0.005644
                  90,            0.041725,            0.014217,            0.004636,             0.93284,             0.88329,             0.97058,             0.53887,            0.031316,            0.006355,           0.0030271,           0.0055945,           0.0055945,           0.0055945
                  91,            0.038228,            0.013608,            0.005329,             0.86071,             0.92422,             0.97419,             0.65405,            0.032229,           0.0063049,           0.0029576,            0.005545,            0.005545,            0.005545
                  92,            0.036601,            0.012239,           0.0049959,             0.87606,             0.96129,              0.9751,             0.65383,            0.032612,           0.0061909,           0.0029399,           0.0054955,           0.0054955,           0.0054955
                  93,             0.04005,            0.013632,           0.0056032,             0.73527,             0.90276,             0.91336,              0.5922,            0.037938,           0.0062011,           0.0028133,            0.005446,            0.005446,            0.005446
                  94,            0.039899,            0.015455,           0.0037727,             0.83393,             0.91816,              0.9372,             0.58768,            0.036015,           0.0061427,           0.0027858,           0.0053965,           0.0053965,           0.0053965
                  95,            0.039428,            0.012088,           0.0039577,             0.86866,             0.96791,             0.96582,             0.60132,            0.036524,           0.0061522,            0.002683,            0.005347,            0.005347,            0.005347
                  96,            0.037684,            0.013512,           0.0054723,             0.90949,              0.9636,             0.98134,             0.64236,            0.032899,           0.0061263,           0.0026417,           0.0052975,           0.0052975,           0.0052975
                  97,            0.039335,            0.011762,           0.0061896,             0.89435,              0.9636,             0.96106,             0.58627,            0.034399,           0.0061162,           0.0025478,            0.005248,            0.005248,            0.005248
                  98,            0.037193,            0.011807,           0.0043702,              0.9749,             0.96092,             0.98863,             0.64658,            0.031036,            0.006108,           0.0024612,           0.0051985,           0.0051985,           0.0051985
                  99,            0.038417,            0.012103,           0.0028273,             0.96494,             0.95313,             0.98728,             0.60502,            0.034368,           0.0060523,           0.0024039,            0.005149,            0.005149,            0.005149
                 100,            0.034371,            0.012189,           0.0031525,             0.97889,             0.95147,             0.98876,             0.63704,            0.030869,           0.0060043,           0.0023381,           0.0050995,           0.0050995,           0.0050995
                 101,            0.033942,            0.012049,           0.0037734,             0.86809,             0.96147,             0.94845,             0.57974,            0.037247,           0.0059608,           0.0021478,             0.00505,             0.00505,             0.00505
                 102,            0.040582,            0.012602,           0.0037098,             0.90252,             0.96145,             0.97719,             0.69152,            0.030386,           0.0059571,           0.0020999,           0.0050005,           0.0050005,           0.0050005
                 103,            0.033439,            0.011156,           0.0031382,             0.93719,              0.9157,              0.9867,             0.62692,            0.030012,           0.0059525,           0.0020379,            0.004951,            0.004951,            0.004951
                 104,            0.035166,            0.012835,           0.0056813,             0.92168,              0.9343,             0.97035,             0.61871,            0.032755,           0.0059903,           0.0019647,           0.0049015,           0.0049015,           0.0049015
                 105,            0.037575,            0.012802,           0.0047076,             0.84816,             0.97842,             0.94421,             0.56285,            0.037354,           0.0058086,           0.0018587,            0.004852,            0.004852,            0.004852
                 106,            0.038023,            0.012167,           0.0046951,             0.89187,             0.98364,             0.94043,             0.54739,            0.030853,           0.0057533,           0.0018332,           0.0048025,           0.0048025,           0.0048025
                 107,            0.036369,            0.013685,           0.0033214,             0.97762,             0.98071,             0.99487,              0.7081,            0.027823,           0.0057184,           0.0017981,            0.004753,            0.004753,            0.004753
                 108,            0.032866,            0.013016,           0.0032253,             0.97715,             0.98031,             0.99496,             0.69051,            0.027975,           0.0058307,           0.0017632,           0.0047035,           0.0047035,           0.0047035
                 109,            0.034877,            0.012026,           0.0040172,             0.94444,             0.95002,              0.9694,             0.62552,            0.032713,           0.0058495,           0.0016765,            0.004654,            0.004654,            0.004654
                 110,            0.037313,            0.012789,           0.0033462,             0.98034,             0.98192,             0.99454,             0.67365,            0.033343,           0.0056036,           0.0016265,           0.0046045,           0.0046045,           0.0046045
                 111,            0.035778,            0.012434,           0.0026324,             0.94985,              0.9774,             0.98422,             0.70506,            0.031766,           0.0056011,           0.0015883,            0.004555,            0.004555,            0.004555
                 112,            0.034505,            0.013162,           0.0029801,             0.97015,             0.98455,             0.99426,             0.64848,             0.03039,           0.0055946,           0.0015698,           0.0045055,           0.0045055,           0.0045055
                 113,            0.032839,            0.011923,           0.0020359,             0.90654,             0.98748,              0.9859,               0.625,            0.032952,            0.005734,           0.0015162,            0.004456,            0.004456,            0.004456
                 114,            0.036999,            0.011367,           0.0036206,             0.93915,             0.99309,             0.99487,             0.67396,             0.02614,           0.0056294,           0.0015134,           0.0044065,           0.0044065,           0.0044065
                 115,            0.032878,            0.011304,           0.0030018,             0.94187,             0.99064,             0.99192,             0.68756,            0.027909,           0.0055261,           0.0015149,            0.004357,            0.004357,            0.004357
                 116,            0.034074,            0.011072,           0.0040531,             0.94555,             0.99574,             0.98675,             0.68896,            0.025692,           0.0054934,           0.0015152,           0.0043075,           0.0043075,           0.0043075
                 117,            0.032804,            0.011993,             0.00546,              0.9356,             0.96508,              0.9701,             0.68648,            0.025859,            0.005498,           0.0015123,            0.004258,            0.004258,            0.004258
                 118,             0.03635,            0.012857,           0.0024272,             0.95995,             0.98615,             0.99344,             0.70512,            0.027425,           0.0054575,           0.0015139,           0.0042085,           0.0042085,           0.0042085
                 119,             0.03684,            0.011945,           0.0028899,             0.96565,             0.99186,               0.995,             0.68271,            0.027315,           0.0054943,           0.0015011,            0.004159,            0.004159,            0.004159
                 120,            0.035011,            0.012022,           0.0042183,              0.9685,             0.96856,             0.99225,             0.70718,            0.026302,           0.0053783,           0.0015157,           0.0041095,           0.0041095,           0.0041095
                 121,             0.03265,             0.01095,           0.0025926,             0.85537,             0.95627,              0.9575,             0.68646,            0.027246,           0.0054967,           0.0015048,             0.00406,             0.00406,             0.00406
                 122,            0.033755,            0.011099,           0.0031613,             0.85443,              0.9636,             0.95626,             0.72378,            0.026676,           0.0054276,           0.0015087,           0.0040105,           0.0040105,           0.0040105
                 123,            0.032565,            0.011588,            0.003457,             0.94536,             0.97788,             0.99496,             0.72815,            0.027468,            0.005373,           0.0015031,            0.003961,            0.003961,            0.003961
                 124,            0.031993,             0.01245,           0.0041899,             0.97219,             0.97459,             0.99496,             0.74906,            0.025569,           0.0053321,           0.0015179,           0.0039115,           0.0039115,           0.0039115
                 125,            0.031288,            0.011734,           0.0026213,             0.95291,             0.98626,             0.99294,              0.6752,            0.032102,           0.0053675,            0.001514,            0.003862,            0.003862,            0.003862
                 126,            0.033426,            0.011679,           0.0027031,             0.96393,             0.99262,             0.99437,             0.72964,            0.026776,           0.0052608,           0.0015089,           0.0038125,           0.0038125,           0.0038125
                 127,            0.031674,            0.011878,           0.0029941,             0.97671,             0.97732,             0.99496,             0.75499,            0.025971,           0.0052563,           0.0015009,            0.003763,            0.003763,            0.003763
                 128,            0.028409,            0.011045,           0.0022645,             0.98024,              0.9917,             0.99496,             0.73732,            0.024175,           0.0052004,           0.0014945,           0.0037135,           0.0037135,           0.0037135
                 129,            0.032704,            0.010803,           0.0023338,             0.97585,             0.97954,             0.99324,             0.70256,            0.028224,           0.0052722,           0.0014452,            0.003664,            0.003664,            0.003664
                 130,            0.032806,            0.011717,           0.0042196,             0.98045,             0.98125,               0.995,             0.72522,            0.023732,           0.0052124,           0.0014749,           0.0036145,           0.0036145,           0.0036145
                 131,            0.031101,            0.010008,           0.0032373,             0.97968,             0.98295,               0.995,             0.73625,             0.02324,           0.0052026,           0.0014352,            0.003565,            0.003565,            0.003565
                 132,            0.030516,            0.011712,           0.0032782,             0.98485,             0.98487,               0.995,             0.68325,            0.023793,           0.0052135,           0.0014146,           0.0035155,           0.0035155,           0.0035155
                 133,            0.030054,            0.011221,           0.0030726,             0.98268,             0.98512,               0.995,             0.70573,            0.026764,           0.0052388,           0.0013402,            0.003466,            0.003466,            0.003466
                 134,             0.02979,            0.011112,           0.0028663,             0.97766,             0.97552,               0.995,             0.73174,            0.024215,           0.0051777,           0.0013217,           0.0034165,           0.0034165,           0.0034165
                 135,            0.029245,            0.011392,           0.0022657,             0.98161,              0.9881,               0.995,             0.73793,            0.025501,           0.0051094,           0.0012997,            0.003367,            0.003367,            0.003367
                 136,             0.02791,           0.0093128,           0.0020156,             0.98493,             0.97492,               0.995,             0.70249,            0.023951,           0.0050523,           0.0012784,           0.0033175,           0.0033175,           0.0033175
                 137,             0.03029,            0.010566,           0.0025475,             0.98296,             0.98732,               0.995,             0.72462,            0.023881,           0.0049881,           0.0012465,            0.003268,            0.003268,            0.003268
                 138,            0.031003,           0.0094622,           0.0015826,             0.97879,             0.97295,             0.99496,             0.69679,            0.026581,           0.0050085,            0.001215,           0.0032185,           0.0032185,           0.0032185
                 139,            0.029569,            0.010734,           0.0022883,              0.9768,             0.97238,               0.995,             0.71515,            0.025095,           0.0050165,           0.0012056,            0.003169,            0.003169,            0.003169
                 140,            0.029974,            0.011202,           0.0026151,             0.98045,             0.97322,               0.995,             0.71174,            0.025736,           0.0050274,           0.0011935,           0.0031195,           0.0031195,           0.0031195
                 141,            0.031442,              0.0107,           0.0035838,             0.97629,             0.98546,               0.995,             0.76241,            0.025661,           0.0049451,           0.0011628,             0.00307,             0.00307,             0.00307
                 142,            0.027912,             0.01061,           0.0018178,              0.9675,             0.96507,             0.99337,             0.72629,            0.027466,           0.0049722,           0.0011658,           0.0030205,           0.0030205,           0.0030205
                 143,             0.03039,            0.010332,           0.0025641,             0.95326,             0.96524,               0.984,               0.721,            0.026811,           0.0049418,           0.0011449,            0.002971,            0.002971,            0.002971
                 144,            0.028139,            0.010023,           0.0023115,              0.9774,             0.97713,               0.995,             0.75356,            0.023682,           0.0048786,           0.0011388,           0.0029215,           0.0029215,           0.0029215
                 145,             0.03224,            0.010859,           0.0028778,             0.95802,             0.98337,             0.99275,             0.74396,            0.026002,            0.004918,           0.0011328,            0.002872,            0.002872,            0.002872
                 146,            0.029469,           0.0099241,             0.00202,             0.98276,             0.98227,               0.995,              0.7233,            0.020858,           0.0048076,           0.0011377,           0.0028225,           0.0028225,           0.0028225
                 147,            0.029952,            0.010215,           0.0015306,             0.97219,             0.98153,               0.995,             0.74184,             0.02151,           0.0048157,           0.0011139,            0.002773,            0.002773,            0.002773
                 148,            0.029133,            0.011026,           0.0021898,             0.97407,             0.98251,               0.995,             0.76294,            0.022124,           0.0047782,           0.0011002,           0.0027235,           0.0027235,           0.0027235
                 149,             0.03031,           0.0096218,           0.0013472,             0.95168,             0.99665,             0.99225,             0.73393,            0.022171,           0.0047582,           0.0010975,            0.002674,            0.002674,            0.002674
                 150,            0.029595,            0.010683,           0.0015401,             0.98235,             0.99607,               0.995,             0.75964,            0.020185,           0.0046195,           0.0010852,           0.0026245,           0.0026245,           0.0026245
                 151,            0.030234,             0.01114,            0.002007,             0.98463,             0.99361,               0.995,             0.75577,            0.022923,           0.0046777,           0.0010707,            0.002575,            0.002575,            0.002575
                 152,            0.026058,            0.010256,           0.0021833,             0.98649,             0.99334,               0.995,             0.77394,             0.02258,           0.0046596,           0.0010608,           0.0025255,           0.0025255,           0.0025255
                 153,            0.027963,           0.0097388,           0.0015398,             0.98157,             0.99415,               0.995,             0.75503,            0.022448,           0.0047454,           0.0010266,            0.002476,            0.002476,            0.002476
                 154,            0.027642,           0.0097165,            0.001937,             0.98355,             0.99646,               0.995,             0.81171,            0.021529,           0.0046512,           0.0010057,           0.0024265,           0.0024265,           0.0024265
                 155,            0.028412,            0.010678,           0.0023303,             0.98358,             0.99644,               0.995,             0.80006,            0.021213,           0.0046689,          0.00099136,            0.002377,            0.002377,            0.002377
                 156,            0.027952,            0.010815,           0.0017378,              0.9848,             0.99666,               0.995,             0.79259,            0.019326,           0.0045433,          0.00098467,           0.0023275,           0.0023275,           0.0023275
                 157,            0.027929,             0.00971,           0.0018063,             0.98427,             0.99718,               0.995,              0.8118,            0.019935,           0.0045246,          0.00096317,            0.002278,            0.002278,            0.002278
                 158,             0.02636,            0.010208,           0.0015586,             0.98547,             0.99666,               0.995,             0.80761,            0.019368,           0.0044667,          0.00094131,           0.0022285,           0.0022285,           0.0022285
                 159,             0.02496,             0.01059,           0.0025707,             0.98301,               0.997,               0.995,             0.77372,            0.019748,           0.0045334,          0.00093163,            0.002179,            0.002179,            0.002179
